date,trades_count,total_notional,avg_notional,median_notional,realized_pnl,avg_pnl,pnl_std,pnl_5pct,win_rate,avg_leverage,median_leverage,buy_ratio,sentiment_value,sentiment_label,realized_pnl_roll_mean_7,realized_pnl_roll_std_7,total_notional_roll_mean_7,sentiment_roll_mean_7,realized_pnl_roll_mean_14,realized_pnl_roll_std_14,total_notional_roll_mean_14,sentiment_roll_mean_14,realized_pnl_roll_mean_30,realized_pnl_roll_std_30,total_notional_roll_mean_30,sentiment_roll_mean_30
2023-05-01,3,477.0,159.0,156.39,0.0,0.0,0.0,0.0,0.0,0.35025112344699977,,1.0,63.0,Greed,0.0,0.0,477.0,63.0,0.0,0.0,477.0,63.0,0.0,0.0,477.0,63.0
2023-12-05,9,50005.83,5556.203333333334,1935.95,0.0,0.0,0.0,0.0,0.0,8.914171880849244,,0.7777777777777778,75.0,Greed,0.0,0.0,25241.415,69.0,0.0,0.0,25241.415,69.0,0.0,0.0,25241.415,69.0
2023-12-14,11,113203.35,10291.213636363636,8677.28,-205.43473700000007,-18.675885181818188,179.66353383090035,-263.61656500000004,0.36363636363636365,16.510851333809782,,0.45454545454545453,72.0,Greed,-68.4782456666667,118.60780070785,54562.06,70.0,-68.4782456666667,118.60780070785,54562.06,70.0,-68.4782456666667,118.60780070785,54562.06,70.0
2023-12-15,2,10609.95,5304.975,5304.975,-24.632033999999997,-12.316016999999999,4.474304424985184,-15.1634469,0.0,8.511110219797851,,1.0,70.0,Greed,-57.51669275000002,99.29331713941399,43574.0325,70.0,-57.51669275000002,99.29331713941399,43574.0325,70.0,-57.51669275000002,99.29331713941399,43574.0325,70.0
2023-12-16,3,15348.77,5116.256666666667,4680.14,0.0,0.0,0.0,0.0,0.0,8.208337344243008,,1.0,67.0,Greed,-46.013354200000016,89.75525672845443,37928.98,69.4,-46.013354200000016,89.75525672845443,37928.98,69.4,-46.013354200000016,89.75525672845443,37928.98,69.4
2023-12-17,14,116278.02,8305.572857142857,5368.02,304.982785,21.78448464285714,43.51261683426808,-10.991368600000001,0.5,13.325161009374069,,0.21428571428571427,73.0,Greed,12.486002333333317,164.2493627908398,50987.15333333334,70.0,12.486002333333317,164.2493627908398,50987.15333333334,70.0,12.486002333333317,164.2493627908398,50987.15333333334,70.0
2023-12-18,2,31164.179999999997,15582.089999999998,15582.089999999998,0.0,0.0,0.0,0.0,0.0,24.999342210813413,,1.0,65.0,Greed,10.702287714285701,150.0127187248674,48155.3,69.28571428571429,10.702287714285701,150.0127187248674,48155.3,69.28571428571429,10.702287714285701,150.0127187248674,48155.3,69.28571428571429
2023-12-19,15,91602.41,6106.827333333334,4728.67,1000.5386120000001,66.70257413333334,183.73537011741135,0.0,0.6666666666666666,9.797573132253062,,0.3333333333333333,73.0,Greed,153.63637514285713,402.4245749506405,61173.21571428572,70.71428571428571,134.43182825,376.51159153876546,53586.18875,69.75,134.43182825,376.51159153876546,53586.18875,69.75
2023-12-20,18,141636.79,7868.710555555556,7686.9349999999995,162.732282,9.040682333333333,21.3481314287044,0.0,0.4444444444444444,12.62427491666221,,0.5555555555555556,74.0,Greed,176.88384399999998,396.7301175950498,74263.35285714285,70.57142857142857,137.5763231111111,352.32065916442707,63369.588888888895,70.22222222222223,137.5763231111111,352.32065916442707,63369.588888888895,70.22222222222223
2023-12-21,49,125233.97,2555.795306122449,2182.45,537.211402,10.963498000000001,20.811624735703514,0.0,0.5306122448979592,4.100425647557274,,0.4489795918367347,70.0,Greed,282.9761495714286,376.21982222455455,75982.01285714286,70.28571428571429,177.539831,355.39901701282287,69556.027,70.2,177.539831,355.39901701282287,69556.027,70.2
